종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
459580,6,KODEX CD금리액티브(합성),1035155,2,100,0.01,1035156.0,0.884,344339,356445,83168,채권,KODEX,False,False,False
357870,6,TIGER CD금리투자KIS(합성),54265,2,5,0.01,54258.0,0.8456,132995,7216,73403,채권,TIGER,False,False,False
069500,1,KODEX 200,37460,2,130,0.35,37556.0,6.584,1895070,70864,63813,국내 시장지수,KODEX,False,False,False
423160,6,KODEX KOFR금리액티브(합성),106685,3,0,0.0,106678.0,0.8841,609048,64976,52336,채권,KODEX,False,False,False
449170,6,TIGER KOFR금리액티브(합성),105225,2,10,0.01,105221.0,0.8869,42740,4497,37320,채권,TIGER,False,False,False
360750,4,TIGER 미국S&P500,17625,2,85,0.48,17593.0,7.2586,1144322,20162,32474,해외 주식,TIGER,False,False,False
133690,4,TIGER 미국나스닥100,109905,2,485,0.44,109731.0,5.4041,114739,12607,31455,해외 주식,TIGER,False,False,False
273130,6,KODEX 종합채권(AA-이상)액티브,109885,5,-50,-0.05,109920.0,0.6592,7426,815,28325,채권,KODEX,False,False,False
465680,6,KODEX 24-12 은행채(AA+이상)액티브,10280,3,0,0.0,10280.0,0.8832,49967,513,26173,채권,KODEX,False,False,False
381180,4,TIGER 미국필라델피아반도체나스닥,17315,3,0,0.0,17250.0,13.3254,1316211,22768,23704,해외 주식,TIGER,False,False,False
102110,1,TIGER 200,37525,2,130,0.35,37620.0,6.5263,827801,31001,23153,국내 시장지수,TIGER,False,False,False
122630,3,KODEX 레버리지,19955,2,150,0.76,20174.0,10.9213,10526173,209148,21561,국내 파생,KODEX,False,True,False
278530,1,KODEX 200TR,13030,2,55,0.42,13060.0,6.396,191363,2486,21519,국내 시장지수,KODEX,False,False,False
381170,4,TIGER 미국테크TOP10 INDXX,18285,2,50,0.27,18250.0,10.3813,883642,16153,21256,해외 주식,TIGER,False,False,False
371460,4,TIGER 차이나전기차SOLACTIVE,8120,5,-120,-1.46,8100.0,20.6442,1744008,14250,20505,해외 주식,TIGER,False,False,False
455890,6,KBSTAR 머니마켓액티브,52185,2,5,0.01,52182.0,0.9772,222371,11604,15700,채권,KBSTAR,False,False,False
252670,3,KODEX 200선물인버스2X,1991,5,-14,-0.7,1992.0,-12.0615,147938145,295905,13407,국내 파생,KODEX,True,False,False
102780,2,KODEX 삼성그룹,9685,2,45,0.47,9706.0,7.0516,514085,4969,12988,국내 업종/테마,KODEX,False,False,False
148020,1,KBSTAR 200,37715,2,140,0.37,37802.0,6.5473,162115,6099,12842,국내 시장지수,KBSTAR,False,False,False
305540,2,TIGER 2차전지테마,23530,2,55,0.23,23585.0,-1.8358,228754,5352,12765,국내 업종/테마,TIGER,False,False,False
305720,2,KODEX 2차전지산업,20055,5,-5,-0.02,20093.0,-0.5701,542173,10821,12735,국내 업종/테마,KODEX,False,False,False
315930,2,KODEX Top5PlusTR,23145,2,70,0.3,23143.0,10.698,14083,325,12730,국내 업종/테마,KODEX,False,False,False
470260,6,TIGER 24-12 금융채(AA-이상),51160,2,10,0.02,51168.0,0.8975,830,42,12634,채권,TIGER,False,False,False
214980,6,KODEX 단기채권PLUS,110435,2,30,0.03,110436.0,0.808,7563,835,12089,채권,KODEX,False,False,False
292150,2,TIGER TOP10,12425,5,-25,-0.2,12465.0,8.3079,71926,893,11940,국내 업종/테마,TIGER,False,False,False
453850,6,ACE 미국30년국채액티브(H),8265,3,0,0.0,8276.0,-4.5282,1450063,11998,11571,채권,ACE,False,False,True
310970,1,TIGER MSCI Korea TR,16035,2,75,0.47,16064.0,6.6132,5115,81,11401,국내 시장지수,TIGER,False,False,False
385540,6,KBSTAR 종합채권(A-이상)액티브,101800,5,-25,-0.02,101810.0,0.4934,2146,218,11296,채권,KBSTAR,False,False,False
233740,3,KODEX 코스닥150레버리지,11830,2,20,0.17,11925.0,25.1059,16371002,191048,10955,국내 파생,KODEX,False,True,False
379800,4,KODEX 미국S&P500TR,16060,2,80,0.5,16031.0,7.3203,734023,11792,10632,해외 주식,KODEX,False,False,False
360200,4,ACE 미국S&P500,17830,2,90,0.51,17792.0,7.3005,173809,3097,9735,해외 주식,ACE,False,False,False
229200,1,KODEX 코스닥150,14310,2,20,0.14,14377.0,12.4577,4109473,58396,9022,국내 시장지수,KODEX,False,False,False
396500,2,TIGER Fn반도체TOP10,13210,2,115,0.88,13188.0,27.5197,1140448,14953,8712,국내 업종/테마,TIGER,False,False,False
458730,4,TIGER 미국배당다우존스,11390,2,45,0.4,11360.0,4.8715,654279,7452,8400,해외 주식,TIGER,False,False,False
447820,6,TIGER 24-10 회사채(A+이상)액티브,54865,2,10,0.02,54855.0,0.9384,26882,1474,8117,채권,TIGER,False,False,False
436140,6,SOL 종합채권(AA-이상)액티브,106380,2,75,0.07,106366.0,0.4251,3,0,8115,채권,SOL,False,False,False
367380,4,ACE 미국나스닥100,18890,2,70,0.37,18859.0,5.5169,130338,2462,7764,해외 주식,ACE,False,False,False
379810,4,KODEX 미국나스닥100TR,16420,2,75,0.46,16396.0,5.4516,252343,4144,7758,해외 주식,KODEX,False,False,False
139260,2,TIGER 200 IT,34515,2,45,0.13,34519.0,10.1665,22174,763,7655,국내 업종/테마,TIGER,False,False,False
157450,6,TIGER 단기통안채,106830,3,0,0.0,106843.0,0.7402,6481,692,7536,채권,TIGER,False,False,False
091160,2,KODEX 반도체,41995,2,160,0.38,42012.0,22.1995,264676,11055,7433,국내 업종/테마,KODEX,False,False,False
153130,6,KODEX 단기채권,109500,3,0,0.0,109510.0,0.7591,8365,916,7240,채권,KODEX,False,False,False
356540,6,ACE 종합채권(AA-이상)KIS액티브,100395,5,-55,-0.05,100384.0,0.5354,272,27,7139,채권,ACE,False,False,False
294400,1,KOSEF 200TR,47390,2,160,0.34,47507.0,6.5298,20653,977,7037,국내 시장지수,KOSEF,False,False,False
462010,2,TIGER 2차전지소재Fn,7135,5,-5,-0.07,7145.0,-4.5327,496471,3516,6839,국내 업종/테마,TIGER,False,False,False
453540,6,TIGER 25-10 회사채(A+이상)액티브,52660,2,5,0.01,52651.0,0.9974,83773,4411,6778,채권,TIGER,False,False,False
152100,1,ARIRANG 200,38020,2,110,0.29,38113.0,6.6385,43914,1666,6558,국내 시장지수,ARIRANG,False,False,False
091180,2,KODEX 자동차,20835,2,100,0.48,20861.0,0.9936,236979,4925,6219,국내 업종/테마,KODEX,False,False,False
458760,4,TIGER 미국배당+7%프리미엄다우존스,10270,2,30,0.29,10243.0,3.8223,677843,6956,6208,해외 주식,TIGER,False,False,False
371160,4,TIGER 차이나항셍테크,5850,5,-40,-0.68,5844.0,26.803,2169851,12844,6122,해외 주식,TIGER,False,False,False
475630,7,TIGER 1년은행양도성예금증서액티브(합성),1009780,2,100,0.01,1009779.0,0.8555,20579,20780,6016,기타,TIGER,False,False,False
272580,6,TIGER 단기채권액티브,53810,2,10,0.02,53798.0,0.834,7297,392,5904,채권,TIGER,False,False,False
114800,3,KODEX 인버스,4110,5,-10,-0.24,4106.0,-5.5046,20893689,85987,5766,국내 파생,KODEX,True,False,False
329750,6,TIGER 미국달러단기채권액티브,12065,2,45,0.37,12053.0,3.2646,69472,837,5674,채권,TIGER,False,False,False
196230,6,KBSTAR 단기통안채,111460,2,10,0.01,111473.0,0.7412,37299,4157,5352,채권,KBSTAR,False,False,False
314250,4,KODEX 미국빅테크10(H),36840,5,-15,-0.04,36771.0,5.9356,80114,2945,5345,해외 주식,KODEX,False,False,True
293180,1,HANARO 200,37555,2,150,0.4,37663.0,6.3911,15666,587,5333,국내 시장지수,HANARO,False,False,False
446720,4,SOL 미국배당다우존스,10455,2,50,0.48,10420.0,4.9102,263660,2754,5228,해외 주식,SOL,False,False,False
451540,6,TIGER 종합채권(AA-이상)액티브,52530,2,10,0.02,52533.0,0.4878,3745,196,4982,채권,TIGER,False,False,False
148070,6,KOSEF 국고채10년,110930,5,-70,-0.06,110947.0,-0.1979,8886,985,4892,채권,KOSEF,False,False,False
105190,1,ACE 200,37730,2,85,0.23,37826.0,6.5344,9785,368,4735,국내 시장지수,ACE,False,False,False
368590,4,KBSTAR 미국나스닥100,18280,2,80,0.44,18252.0,5.4033,114464,2092,4661,해외 주식,KBSTAR,False,False,False
469830,6,SOL 초단기채권액티브,51160,3,0,0.0,51159.0,0.9969,136462,6981,4636,채권,SOL,False,False,False
385560,6,KBSTAR KIS국고채30년Enhanced,70185,2,125,0.18,70140.0,-1.1792,32203,2259,4555,채권,KBSTAR,False,False,False
365780,6,ACE 국고채10년,87165,2,15,0.02,87190.0,-0.326,4765,415,4375,채권,ACE,False,False,False
329200,2,TIGER 리츠부동산인프라,4500,2,35,0.78,4511.0,4.7138,800513,3591,4343,국내 업종/테마,TIGER,False,False,False
278540,1,KODEX MSCI Korea TR,12740,2,25,0.2,12797.0,7.2091,1005,12,4230,국내 시장지수,KODEX,False,False,False
455850,2,SOL AI반도체소부장,16490,2,140,0.86,16518.0,29.7207,499803,8176,4106,국내 업종/테마,SOL,False,False,False
481050,6,KODEX 1년은행양도성예금증서+액티브(합성),1002305,2,95,0.01,1002304.0,,5264,5276,3959,채권,KODEX,False,False,False
251340,3,KODEX 코스닥150선물인버스,3405,5,-5,-0.15,3422.0,-12.2266,20703658,71040,3943,국내 파생,KODEX,True,False,False
458250,6,TIGER 미국30년국채스트립액티브(합성 H),42010,2,140,0.33,42147.0,-7.9781,150052,6308,3883,채권,TIGER,False,False,True
091170,2,KODEX 은행,8120,2,220,2.78,8130.0,7.8645,804029,6498,3861,국내 업종/테마,KODEX,False,False,False
114260,6,KODEX 국고채3년,59485,2,20,0.03,59444.0,0.2867,2383,141,3832,채권,KODEX,False,False,False
476810,6,KODEX 25-11 은행채(AA-이상)PLUS액티브,10075,2,5,0.05,10080.0,,1386,13,3767,채권,KODEX,False,False,False
390390,4,KODEX 미국반도체MV,20660,5,-30,-0.14,20602.0,17.9925,402333,8303,3688,해외 주식,KODEX,False,False,False
379780,4,KBSTAR 미국S&P500,15415,2,70,0.46,15391.0,7.3602,127845,1970,3684,해외 주식,KBSTAR,False,False,False
461460,6,ARIRANG 국고채10년액티브,51840,2,20,0.04,51827.0,-0.3174,24,1,3680,채권,ARIRANG,False,False,False
476450,6,히어로즈 머니마켓액티브,50430,2,10,0.02,50427.0,,39598,1996,3674,채권,히어로즈,False,False,False
226490,1,KODEX 코스피,27890,2,120,0.43,27895.0,5.5652,173151,4814,3668,국내 시장지수,KODEX,False,False,False
441680,7,TIGER 미국나스닥100커버드콜(합성),10365,2,40,0.39,10357.0,3.9359,287305,2972,3612,기타,TIGER,False,False,False
364980,2,TIGER 2차전지TOP10,13055,2,25,0.19,13099.0,1.4797,894388,11630,3525,국내 업종/테마,TIGER,False,False,False
069660,1,KOSEF 200,37425,2,130,0.35,37516.0,6.554,40247,1502,3499,국내 시장지수,KOSEF,False,False,False
455030,6,KODEX 미국달러SOFR금리액티브(합성),11105,2,20,0.18,11096.0,4.1823,40407,449,3458,채권,KODEX,False,False,False
446770,4,ACE 글로벌반도체TOP4 Plus SOLACTIVE,22365,5,-175,-0.78,22278.0,17.2675,216591,4839,3433,해외 주식,ACE,False,False,False
273140,6,KODEX 단기변동금리부채권액티브,110510,2,20,0.02,110507.0,0.7936,4283,473,3355,채권,KODEX,False,False,False
251350,4,KODEX 선진국MSCI World,26685,2,25,0.09,26623.0,7.691,32320,863,3336,해외 주식,KODEX,False,False,False
479080,6,1Q 머니마켓액티브,50245,2,10,0.02,50242.0,,62280,3129,3316,채권,1Q,False,False,False
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,10920,5,-35,-0.32,10970.0,7.4546,41834,457,3280,해외 주식,TIGER,False,False,False
466940,2,TIGER 은행고배당플러스TOP10,13150,2,335,2.61,13158.0,9.9339,311853,4073,3189,국내 업종/테마,TIGER,False,False,False
302190,6,TIGER 중장기국채,49980,2,20,0.04,49987.0,-0.09,2990,149,3189,채권,TIGER,False,False,False
467940,6,KODEX 25-11 회사채(A+이상)액티브,10430,2,5,0.05,10425.0,1.0664,3793,39,3180,채권,KODEX,False,False,False
304660,6,KODEX 미국30년국채울트라선물(H),7775,2,15,0.19,7766.0,-4.3747,728582,5663,3172,채권,KODEX,False,False,True
453870,4,TIGER 인도니프티50,12375,2,45,0.36,12371.0,3.5177,332018,4102,3168,해외 주식,TIGER,False,False,False
476550,6,TIGER 미국30년국채프리미엄액티브(H),9445,2,10,0.11,9448.0,,1091068,10309,3140,채권,TIGER,False,False,True
453810,4,KODEX 인도Nifty50,12635,2,35,0.28,12652.0,3.4397,397801,5022,3140,해외 주식,KODEX,False,False,False
394670,4,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6925,5,-50,-0.72,6942.0,14.6261,73436,510,3138,해외 주식,TIGER,False,False,False
477080,6,KBSTAR CD금리액티브(합성),100455,2,15,0.01,100427.0,,2048,205,3114,채권,KBSTAR,False,False,False
402970,4,ACE 미국배당다우존스,11535,2,40,0.35,11501.0,4.9867,170844,1969,3091,해외 주식,ACE,False,False,False
388420,2,KBSTAR 비메모리반도체액티브,14340,2,60,0.42,14357.0,27.4203,357500,5101,2920,국내 업종/테마,KBSTAR,False,False,False
161510,2,ARIRANG 고배당주,13780,2,165,1.21,13799.0,3.8441,173608,2383,2861,국내 업종/테마,ARIRANG,False,False,False
439860,6,KODEX ESG종합채권(A-이상)액티브,109110,2,175,0.16,109091.0,0.9732,10,1,2793,채권,KODEX,False,False,False
439870,6,KODEX 국고채30년액티브,104735,2,90,0.09,104803.0,-0.787,4683,490,2778,채권,KODEX,False,False,False
143860,2,TIGER 헬스케어,34085,5,-15,-0.04,34218.0,13.3982,48380,1642,2768,국내 업종/테마,TIGER,False,False,False
472870,6,KBSTAR 미국30년국채엔화노출(합성 H),8620,2,10,0.12,8613.0,-7.6478,439563,3793,2728,채권,KBSTAR,False,False,True
456610,6,TIGER 미국달러SOFR금리액티브(합성),53610,2,245,0.46,53562.0,3.4706,7627,408,2704,채권,TIGER,False,False,False
474220,4,TIGER 미국테크TOP10+10%프리미엄,11365,2,50,0.44,11338.0,10.1538,536213,6093,2625,해외 주식,TIGER,False,False,False
091230,2,TIGER 반도체,43565,2,245,0.57,43533.0,21.6238,114769,4983,2605,국내 업종/테마,TIGER,False,False,False
245710,4,ACE 베트남VN30(합성),19465,2,85,0.44,19648.0,4.0257,90212,1757,2589,해외 주식,ACE,False,False,False
457480,4,ACE 테슬라밸류체인액티브,10130,5,-315,-3.02,10109.0,8.1822,869683,8830,2558,해외 주식,ACE,False,False,False
471990,2,KODEX AI반도체핵심장비,14040,2,195,1.41,14077.0,41.5499,1596619,22267,2541,국내 업종/테마,KODEX,False,False,False
290130,2,KBSTAR ESG사회책임투자,12585,2,140,1.12,12625.0,6.1588,10376,130,2448,국내 업종/테마,KBSTAR,False,False,False
241180,4,TIGER 일본니케이225,20400,5,-270,-1.31,20336.0,6.2178,35311,722,2432,해외 주식,TIGER,False,False,False
448880,6,ACE 24-12 회사채(AA-이상)액티브,104210,2,5,0.0,104210.0,0.964,3427,357,2366,채권,ACE,False,False,False
451000,6,ARIRANG 종합채권(AA-이상)액티브,107015,5,-15,-0.01,106963.0,0.6015,16,1,2359,채권,ARIRANG,False,False,False
367770,2,KBSTAR Fn수소경제테마,9290,2,55,0.6,9323.0,3.7523,23928,221,2336,국내 업종/테마,KBSTAR,False,False,False
451600,6,ARIRANG 국고채30년액티브,100625,2,80,0.08,100594.0,-0.6669,124,12,2250,채권,ARIRANG,False,False,False
449180,4,KODEX 미국S&P500(H),12215,2,10,0.08,12216.0,4.3519,70704,863,2241,해외 주식,KODEX,False,False,True
465580,4,ACE 미국빅테크TOP7 Plus,13310,2,50,0.38,13315.0,12.1353,219390,2923,2229,해외 주식,ACE,False,False,False
361580,1,KBSTAR 200TR,20510,2,45,0.22,20564.0,6.5607,29892,611,2164,국내 시장지수,KBSTAR,False,False,False
456600,4,TIMEFOLIO 글로벌AI인공지능액티브,18795,5,-65,-0.34,18805.0,18.3929,171025,3219,2161,해외 주식,TIMEFOLIO,False,False,False
448290,4,TIGER 미국S&P500TR(H),12570,2,20,0.16,12566.0,4.3659,47027,591,2156,해외 주식,TIGER,False,False,True
